secucode,year,kind,date,type
002739.SZ,2020,letter,2020-05-11,annual_report
002739.SZ,2020,letter,2020-01-20,attention
002739.SZ,2021,letter,2021-02-01,attention
002740.SZ,2020,letter,2020-05-30,attention
002740.SZ,2020,letter,2020-03-03,attention
002740.SZ,2020,letter,2020-07-07,attention
002740.SZ,2020,letter,2020-07-06,annual_report
002740.SZ,2020,letter,2020-11-03,attention
002740.SZ,2020,letter,2020-05-13,attention
002740.SZ,2020,letter,2020-05-14,attention
002740.SZ,2020,letter,2020-04-23,attention
002740.SZ,2021,letter,2021-10-11,attention
002740.SZ,2021,letter,2021-09-18,attention
002740.SZ,2021,letter,2021-01-22,restructuring
002740.SZ,2021,letter,2021-05-31,annual_report
002740.SZ,2021,letter,2021-04-30,attention
002740.SZ,2021,letter,2021-09-18,attention
002740.SZ,2021,letter,2021-03-22,attention
002740.SZ,2022,letter,2022-01-29,attention
002740.SZ,2022,letter,2022-09-15,annual_report
002740.SZ,2022,letter,2022-04-15,annual_report
002740.SZ,2022,letter,2022-02-08,attention
002740.SZ,2022,letter,2022-05-17,annual_report
002740.SZ,2023,letter,2023-10-09,annual_report
002740.SZ,2023,letter,2022-12-31,annual_report
002740.SZ,2023,letter,2023-01-31,attention
002740.SZ,2023,letter,2023-05-08,annual_report
002741.SZ,2020,letter,2020-07-29,annual_report
002742.SZ,2021,letter,2021-05-17,annual_report
002742.SZ,2021,letter,2021-06-07,attention
002742.SZ,2022,letter,2022-06-30,annual_report
002742.SZ,2022,letter,2022-09-01,annual_report
002742.SZ,2023,letter,2023-06-28,annual_report
002742.SZ,2023,letter,2023-05-18,annual_report
002742.SZ,2024,letter,2024-04-30,annual_report
002742.SZ,2024,letter,2024-05-10,annual_report
002745.SZ,2021,letter,2021-01-31,attention
002745.SZ,2022,letter,2022-11-10,attention
002747.SZ,2020,letter,2020-07-24,other
002747.SZ,2020,letter,2020-03-31,restructuring
002747.SZ,2023,letter,2023-06-06,annual_report
002748.SZ,2020,letter,2020-12-02,attention
002748.SZ,2021,letter,2021-07-05,attention
002748.SZ,2021,letter,2021-06-01,annual_report
002748.SZ,2021,letter,2021-09-01,attention
002748.SZ,2021,letter,2021-03-08,attention
002748.SZ,2021,letter,2021-09-03,attention
002748.SZ,2021,letter,2021-09-16,attention
002748.SZ,2021,letter,2021-09-10,attention
002748.SZ,2021,letter,2021-09-10,attention
002748.SZ,2022,letter,2022-05-16,annual_report
002748.SZ,2023,letter,2023-12-27,attention
002748.SZ,2024,letter,2024-05-09,annual_report
002750.SZ,2024,letter,2024-05-13,annual_report
002751.SZ,2021,letter,2021-06-01,annual_report
002751.SZ,2021,letter,2021-12-08,attention
002751.SZ,2021,letter,2021-11-09,attention
002751.SZ,2022,letter,2022-09-15,annual_report
002751.SZ,2022,letter,2022-05-22,annual_report
002751.SZ,2022,letter,2022-11-24,annual_report
002751.SZ,2023,letter,2023-04-20,annual_report
002751.SZ,2023,letter,2023-02-01,attention
002752.SZ,2020,letter,2020-07-17,annual_report
002755.SZ,2021,letter,2021-07-27,restructuring
002756.SZ,2022,letter,2022-11-30,attention
002756.SZ,2022,letter,2022-03-22,attention
002757.SZ,2020,letter,2020-02-10,attention
002757.SZ,2022,letter,2022-07-01,restructuring
002759.SZ,2020,letter,2020-06-29,annual_report
002759.SZ,2021,letter,2021-06-25,attention
002759.SZ,2021,letter,2021-04-08,attention
002759.SZ,2023,letter,2023-08-08,attention
002759.SZ,2024,letter,2024-03-29,annual_report
002760.SZ,2020,letter,2020-01-22,attention
002761.SZ,2022,letter,2022-02-18,annual_report
002762.SZ,2021,letter,2021-04-08,attention
002762.SZ,2023,letter,2023-09-13,attention
002763.SZ,2022,letter,2022-05-18,annual_report
002766.SZ,2020,letter,2020-05-29,annual_report
002766.SZ,2020,letter,2020-12-11,attention
002766.SZ,2021,letter,2021-12-20,attention
002766.SZ,2021,letter,2021-03-24,attention
002766.SZ,2021,letter,2021-06-30,annual_report
002766.SZ,2022,letter,2022-04-27,annual_report
002766.SZ,2022,letter,2022-02-07,attention
002766.SZ,2023,letter,2023-06-22,attention
002769.SZ,2022,letter,2022-10-19,attention
002770.SZ,2020,letter,2020-05-12,attention
002770.SZ,2020,letter,2020-07-22,annual_report
002770.SZ,2020,letter,2020-04-07,restructuring
002770.SZ,2020,letter,2020-05-26,attention
002770.SZ,2020,letter,2020-04-27,annual_report
002770.SZ,2021,letter,2021-03-01,attention
002770.SZ,2021,letter,2021-05-31,annual_report
002770.SZ,2021,letter,2021-01-04,attention
002770.SZ,2021,letter,2020-01-04,attention
002770.SZ,2022,letter,2022-02-22,attention
002770.SZ,2022,letter,2022-03-04,attention
002770.SZ,2022,letter,2022-01-04,attention
002770.SZ,2022,letter,2022-01-19,attention
002770.SZ,2022,letter,2022-03-23,attention
002770.SZ,2022,letter,2022-01-18,attention
002771.SZ,2021,letter,2021-11-26,attention
002771.SZ,2021,letter,2021-08-20,attention
002771.SZ,2021,letter,2021-08-18,attention
002771.SZ,2022,letter,2022-04-08,attention
002771.SZ,2022,letter,2022-06-30,annual_report
002772.SZ,2021,letter,2021-06-22,attention
002776.SZ,2021,letter,2021-08-20,attention
002776.SZ,2021,letter,2021-05-11,annual_report
002776.SZ,2021,letter,2021-11-03,attention
002776.SZ,2021,letter,2021-04-09,attention
002776.SZ,2021,letter,2021-04-07,attention
002776.SZ,2021,letter,2021-01-30,attention
002776.SZ,2022,letter,2022-04-07,attention
002776.SZ,2022,letter,2022-02-07,attention
002776.SZ,2022,letter,2022-02-18,attention
002776.SZ,2022,letter,2022-12-12,quarterly
002776.SZ,2022,letter,2022-11-09,quarterly
002776.SZ,2022,letter,2022-07-05,annual_report
002776.SZ,2022,letter,2021-11-02,attention
002776.SZ,2023,letter,2023-05-10,annual_report
002776.SZ,2023,letter,2023-01-04,annual_report
002777.SZ,2023,letter,2023-04-06,attention
002778.SZ,2020,letter,2020-07-15,restructuring
002780.SZ,2020,letter,2020-03-04,attention
002780.SZ,2021,letter,2021-06-01,annual_report
002781.SZ,2020,letter,2020-04-16,attention
002781.SZ,2021,letter,2021-01-04,restructuring
002781.SZ,2022,letter,2022-02-21,attention
002781.SZ,2022,letter,2022-12-14,restructuring
002781.SZ,2022,letter,2022-05-10,annual_report
002781.SZ,2022,letter,2022-09-22,annual_report
002781.SZ,2022,letter,2022-02-14,attention
002781.SZ,2022,letter,2022-11-28,quarterly
002781.SZ,2022,letter,2022-08-03,attention
002781.SZ,2022,letter,2022-04-12,attention
002781.SZ,2023,letter,2023-02-03,attention
